album,artist,lyric,song,year
Infinite (1996),Eminem,"Hit a bitch snake from the back, I make you think you're a best friend then",Backstabber,1996
Infinite (1996),Eminem,"I can't live like this for the rest of my life man,",Never 2 Far,1996
Infinite (1996),Eminem,Without you adding fuel to the fire,Tonite,1996
Infinite (1996),Eminem,So pass it like a hot potato,Open Mic,1996
Infinite (1996),Eminem,There's no one who's identical to my fresh and authentic flow,Tonite,1996
Infinite (1996),Eminem,"If you match the price, otherwise she won't look at you twice",Maxine,1996
Infinite (1996),Eminem,She didn't waste time she grabbed my hand and proceeded to the bedroom,Maxine,1996
Infinite (1996),Eminem,"You know what I'm saying?, 'cause they don't know shit about this",Infinite,1996
Infinite (1996),Eminem,"Maxine: No, see...",Maxine,1996
Infinite (1996),Eminem,"I'm sliming grills of roaches, with sprayed on disinfectants",Infinite,1996
Infinite (1996),Eminem,Women Singing:,Searchin',1996
Infinite (1996),Eminem,Back home when the party ends,Tonite,1996
Infinite (1996),Eminem,My lamination of narration,Infinite,1996
Infinite (1996),Eminem,"Ah, Ah, Ah, Ah (blends in with lyrics)",Tonite,1996
Infinite (1996),Eminem,I'm Infinite,Infinite,1996
Infinite (1996),Eminem,"Ah, Ah, Ah, Ah, Ah (blends in with lyrics)",Tonite,1996
Infinite (1996),Eminem,Now I'm trying to repent from it,Infinite,1996
Infinite (1996),Eminem,"MC's are feeble, I came to cause some pandemonium",Infinite,1996
Infinite (1996),Eminem,"No one is speacialer, My skill is intergalactical",Infinite,1996
Infinite (1996),Eminem,"With entity, dementedly meant to be Infinite",Infinite,1996
Infinite (1996),Eminem,"Again you frisk me, for numbers trying to bust me",Jealousy Woes II,1996
Infinite (1996),Eminem,So I'm assuming all responsibility,Infinite,1996
Infinite (1996),Eminem,"Leaving me in sorrow, Brandy never felt so broken hearted",Jealousy Woes II,1996
Infinite (1996),Eminem,"When you step away, baby but don't forget the Neglicie",Searchin',1996
Infinite (1996),Eminem,"Too many tissues, for my feelings you misuse",Jealousy Woes II,1996
Infinite (1996),Eminem,I'm on a solo mission to find him personally,Backstabber,1996
Infinite (1996),Eminem,Why I oughtta,Backstabber,1996
Infinite (1996),Eminem,Now I'm trying to repent from it,Infinite,1996
Infinite (1996),Eminem,I make you think you're a best friend then,Backstabber,1996
Infinite (1996),Eminem,"He has no career move, I mean...",Jealousy Woes II,1996
Infinite (1996),Eminem,Stay away from him he ain't no good!,Backstabber,1996
Infinite (1996),Eminem,Why I oughtta,Backstabber,1996
Infinite (1996),Eminem,"I buy you jewelry, you make a fool of me",Jealousy Woes II,1996
Infinite (1996),Eminem,"You act to be this gangsta bitch, that ain't what first attracted me",Jealousy Woes II,1996
Infinite (1996),Eminem,So I'ma wait for your evacuation,Jealousy Woes II,1996
Infinite (1996),Eminem,"Check at your girl's house, he was last seen there",Backstabber,1996
Infinite (1996),Eminem,"I'm the freshest whack MC that you ever heard, in your lifetime",313,1996
Infinite (1996),Eminem,I used to be intoxicated with your sweet sense,Jealousy Woes II,1996
Infinite (1996),Eminem,Chorus: Men Singing,Jealousy Woes II,1996
Infinite (1996),Eminem,"Fuck Eminem, he just mad 'cause I left that nigga for another man",Jealousy Woes II,1996
Infinite (1996),Eminem,Snatch the heart from MC's and I ate it,313,1996
Infinite (1996),Eminem,We'll take a spin in a Lexus you can chill for dinner and breakfast,Searchin',1996
Infinite (1996),Eminem,"Ayo we got the number one requested song,",W.E.G.O. (Interlude),1996
Infinite (1996),Eminem,My rhymes they keep coming like nympho maniacs that masturbate,313,1996
Infinite (1996),Eminem,He goes by the name of Eminem,W.E.G.O. (Interlude),1996
Infinite (1996),Eminem,"Defiance, no we won't have that",313,1996
Infinite (1996),Eminem,None of these skills you bout to see come free,313,1996
Infinite (1996),Eminem,"And when he's through with his verse, I'm all covered in flea bites",Open Mic,1996
Infinite (1996),Eminem,"All in my sex life, I got a message from Phife",Jealousy Woes II,1996
Infinite (1996),Eminem,"Yo, you need to come with the real skills, and act like you know",313,1996
Infinite (1996),Eminem,"So you wanna be the sweet MC, you gotta become me",313,1996
Infinite (1996),Eminem,I'll make the roof hot like I was Rock Master Scott,313,1996
Infinite (1996),Eminem,If he's acting soft and he cowers,313,1996
Infinite (1996),Eminem,I'm tensed a bit and tempted when I see the sins my friends commit...,Infinite,1996
Infinite (1996),Eminem,'Cause we came here to do this tonight,Tonite,1996
Infinite (1996),Eminem,The mysterious stab in the backs who dabble in wax,Tonite,1996
Infinite (1996),Eminem,"Maxine: You know, money nigga",Maxine,1996
Infinite (1996),Eminem,"(Scratched in) I wanna know, I wanna know",Open Mic,1996
Infinite (1996),Eminem,We elevated to new heights premeditated,313,1996
Infinite (1996),Eminem,"I blasterate, and have you all running master gates",313,1996
Infinite (1996),Eminem,"""Give me your girlfriend or I'm gonna kill ya""",Backstabber,1996
Infinite (1996),Eminem,"The few that I trust, thems the people that I still got",Never 2 Far,1996
Infinite (1996),Eminem,So my solution to your jealousy presents a cure,Jealousy Woes II,1996
Infinite (1996),Eminem,Chorus: It's a broke day but everything is ok (It's ok),It's OK,1996
Infinite (1996),Eminem,"Maxine: Hold on, why it ain't even like that",Maxine,1996
Infinite (1996),Eminem,"We don't wanna fight, we don't want no one feeling uptight",Tonite,1996
Infinite (1996),Eminem,"I'm greeted with flocks, of fellow follower's singers",313,1996
Infinite (1996),Eminem,"I was an open target, you play comedian",Jealousy Woes II,1996
Infinite (1996),Eminem,If this is a dream you'd wish you can wake,Open Mic,1996
Infinite (1996),Eminem,"So what you know about a sweet MC, from the 313",313,1996
Infinite (1996),Eminem,"She said ""No I forgot to tell you, that I got AIDS""",Maxine,1996
Infinite (1996),Eminem,So you ain't ever gonna be one see,313,1996
Infinite (1996),Eminem,Point him out man I wanna know,Open Mic,1996
Infinite (1996),Eminem,Pulled out my jimmy and I thought about putting in work,Maxine,1996
Infinite (1996),Eminem,"So I went for my protection, took off my clothes and started flexing",Maxine,1996
Infinite (1996),Eminem,"Who the fuck passed you the mic, who the fuck passed you the mic!",Open Mic,1996
Infinite (1996),Eminem,"I said ""Maxine check this out,",Maxine,1996
Infinite (1996),Eminem,Point him out! I wanna know,Open Mic,1996
Infinite (1996),Eminem,I stomped your man so unless you want what he got,Open Mic,1996
Infinite (1996),Eminem,Who the fuck passed you the mic and then said that you can flow?,Open Mic,1996
Infinite (1996),Eminem,Who the fuck passed you the mic and said that you can flow?,Open Mic,1996
Infinite (1996),Eminem,Chorus: Thyme,Open Mic,1996
Infinite (1996),Eminem,"I'm rapping I don't care what none of y'all say,",Open Mic,1996
Infinite (1996),Eminem,I make intense masterpieces and smash to pieces,Open Mic,1996
Infinite (1996),Eminem,"So you wanna be a sweet MC, you'll never become me",313,1996
Infinite (1996),Eminem,"Nigga my raps fresh, I'ma bust my raps first,",Open Mic,1996
Infinite (1996),Eminem,And stop along the way to pick you up a couple gifts,Jealousy Woes II,1996
Infinite (1996),Eminem,"Sneezing at dust, and swinging at the spider-webs",Backstabber,1996
Infinite (1996),Eminem,Point him out man I wanna know,Open Mic,1996
Infinite (1996),Eminem,Verse 1: Eminem,Open Mic,1996
Infinite (1996),Eminem,"I'll make the tea hot, people get in my face and ask",Open Mic,1996
Infinite (1996),Eminem,When I torture you throughout the course of my orchestra,Open Mic,1996
Infinite (1996),Eminem,"(Scratched in) I wanna know, I wanna know",Open Mic,1996
Infinite (1996),Eminem,"Every diss you can take, personal",Open Mic,1996
Infinite (1996),Eminem,"Jealousy is in the house y'all, Fellas sing it...",Jealousy Woes II,1996
Infinite (1996),Eminem,"You wanna feel the full effect of me, hand a tech to me",Open Mic,1996
Infinite (1996),Eminem,A man who ain't a lover of beats or a fan of scratching,Infinite,1996
Infinite (1996),Eminem,"Ayo, who the fuck passed you the mic man and said that you can flow?",Open Mic,1996
Infinite (1996),Eminem,Financial interest is the matter at hand,Never 2 Far,1996
Infinite (1996),Eminem,"You slithering snake, gibbering fake, fibbering flake",Open Mic,1996
Infinite (1996),Eminem,"I showered the slang, simple as A, B, C's",313,1996
Infinite (1996),Eminem,"How much in fear when you hear me you'll be, and",Open Mic,1996
Infinite (1996),Eminem,"Eye-Kyu: Now what you know about a sweet MC, from the 313",313,1996
Infinite (1996),Eminem,You bitches get a hysterectomy disrespecting me,Open Mic,1996
Infinite (1996),Eminem,We have an All Points Bulletin out on a man with green hair,Backstabber,1996
Infinite (1996),Eminem,You only live once,Never 2 Far,1996
Infinite (1996),Eminem,"Getting money anytime I want owning my own businesses and all that,",Never 2 Far,1996
Infinite (1996),Eminem,I'll twist you into a different shape,Open Mic,1996
Infinite (1996),Eminem,"Your last releases, you pass diseases, that's the reason",Open Mic,1996
Infinite (1996),Eminem,And you'll be over me by the time you see tomorrow,Jealousy Woes II,1996
Infinite (1996),Eminem,Why I oughtta,Backstabber,1996
Infinite (1996),Eminem,"You can rule the world, you can do anything",Never 2 Far,1996
Infinite (1996),Eminem,"You can rule the world, you can do anything",Never 2 Far,1996
Infinite (1996),Eminem,What he can do for his to be a star,Never 2 Far,1996
Infinite (1996),Eminem,Who the fuck passed you the mic and said that you can flow?,Open Mic,1996
Infinite (1996),Eminem,"(Scratched in) I wanna know, I wanna know",Open Mic,1996
Infinite (1996),Eminem,Bumming rides everywhere I go,Never 2 Far,1996
Infinite (1996),Eminem,"You know what I'm saying, see what I'm talking about man?",Never 2 Far,1996
Infinite (1996),Eminem,Experimentally I found a way to spread interamentally,Tonite,1996
Infinite (1996),Eminem,"Proceed with caution, watch your back fella's",Backstabber,1996
Infinite (1996),Eminem,Following footprints with a magnifying glass,Backstabber,1996
Infinite (1996),Eminem,She asked could I give her mine two,Maxine,1996
Infinite (1996),Eminem,Check it out,W.E.G.O. (Interlude),1996
Infinite (1996),Eminem,Chorus: Eye-Kyu,313,1996
Infinite (1996),Eminem,"Ayo, spiders are like tarantulas, vandealous",Tonite,1996
Infinite (1996),Eminem,But don't front and never try to be what you're not,313,1996
Infinite (1996),Eminem,I rock a beat harder then you could beat it with rocks,313,1996
Infinite (1996),Eminem,"We don't wanna fight, we don't want no one feeling uptight",Tonite,1996
Infinite (1996),Eminem,"Put this in decks and check the monologue, turn your system up",Infinite,1996
Infinite (1996),Eminem,Dethrone MC's and I'ma max alone,313,1996
Infinite (1996),Eminem,So you ain't ever gonna be one see,313,1996
Infinite (1996),Eminem,"And said ""Oh it's like that?""",Maxine,1996
Infinite (1996),Eminem,I'll send a rapper back with the crack of his ass shitty,313,1996
Infinite (1996),Eminem,"It's either them or me man, kill or be killed",313,1996
Infinite (1996),Eminem,"No matter wherever you are, you're never too far",Never 2 Far,1996
Infinite (1996),Eminem,"I'm sure your bound to agree, a sweet MC crashes the spot",313,1996
Infinite (1996),Eminem,I bring you diamond rings you say I'm bad at timing things,Jealousy Woes II,1996
Infinite (1996),Eminem,"I stepped to her first I cleared my throat and said ""Hey Bitch...",Maxine,1996
Infinite (1996),Eminem,"My crews true and divine, we never fronted",Never 2 Far,1996
Infinite (1996),Eminem,You don't know shit so when you see one flee,313,1996
Infinite (1996),Eminem,None of these skills you bout to see come free,313,1996
Infinite (1996),Eminem,None of these skills you bout to see come free,313,1996
Infinite (1996),Eminem,"From revenue huh, cause you can be king",Never 2 Far,1996
Infinite (1996),Eminem,So stop that bullshit and flow,313,1996
Infinite (1996),Eminem,"Maxine: Nothing, just laying in bed",Maxine,1996
Infinite (1996),Eminem,"Denaun: You got that shit, I ain't gotta fuck with you",Maxine,1996
Infinite (1996),Eminem,"F*** with gangsta fill pot, get your grill shot",Never 2 Far,1996
Infinite (1996),Eminem,And you all knew from Meeko,313,1996
Infinite (1996),Eminem,Maxine: Yeah this is me what's up?,Maxine,1996
Infinite (1996),Eminem,"Leaving them hot and bothered, turned on like an appliance",313,1996
Infinite (1996),Eminem,My objects were never to swab decks,Never 2 Far,1996
Infinite (1996),Eminem,And as for face clutching and touching the flows,313,1996
Infinite (1996),Eminem,"And it's called """,W.E.G.O. (Interlude),1996
Infinite (1996),Eminem,Everything that you collaborate I lacerate,313,1996
Infinite (1996),Eminem,The escalated can be put to the test of greatness,313,1996
Infinite (1996),Eminem,"Because I got a bigger wallet size, you wanna swing it",Jealousy Woes II,1996
Infinite (1996),Eminem,On open mic I bone your women just to keep my lyrics coming (bitch),313,1996
Infinite (1996),Eminem,"It made complete sense, there's someone else you like",Jealousy Woes II,1996
Infinite (1996),Eminem,"Forgot a gold digger's succubus, my souls thick with ruggedness",313,1996
Infinite (1996),Eminem,Plus we only squabble only irrelevant issues,Jealousy Woes II,1996
Infinite (1996),Eminem,"Yo some people say I'm whack, now if that's right",313,1996
Infinite (1996),Eminem,"We don't wanna fight, we don't want no one feeling uptight",Tonite,1996
Infinite (1996),Eminem,But you can bring yours let's see what you got,313,1996
Infinite (1996),Eminem,Know what I'm saying? He just mad 'cause I'm getting it all night,Jealousy Woes II,1996
Infinite (1996),Eminem,I feel a passionate lust when I'm imagining just us alone at last with a,Searchin',1996
Infinite (1996),Eminem,"So you wanna be a sweet MC, you better become me",313,1996
Infinite (1996),Eminem,"But just an MC, so listen to me, but if you disagree",Never 2 Far,1996
Infinite (1996),Eminem,They honor the,Tonite,1996
Infinite (1996),Eminem,Skip over the D's and rock the microphone with E's,313,1996
Infinite (1996),Eminem,"Your ass forgot, so just in case you don't remember me",313,1996
Infinite (1996),Eminem,I got an adequate plan for stab at a grand,Never 2 Far,1996
Infinite (1996),Eminem,Why I oughtta,Backstabber,1996
Infinite (1996),Eminem,Why I oughtta,Backstabber,1996
Infinite (1996),Eminem,Stay away from him he ain't no good!,Backstabber,1996
Infinite (1996),Eminem,"I mean, What do I got to be jealous for?",Jealousy Woes II,1996
Infinite (1996),Eminem,Why I oughtta,Backstabber,1996
Infinite (1996),Eminem,"Girls don't buy him no clothes, He bought that ho some clothes!",Jealousy Woes II,1996
Infinite (1996),Eminem,The tall shit that will end up with his skull split,Tonite,1996
Infinite (1996),Eminem,Verse 2: Eminem,313,1996
